name,dn,orig,dest,t,link,x,s,v
23,5,orig1,dest,325,link1,500.0,300.0,20.0
23,5,orig1,dest,330,link1,600.0,300.0,20.0
23,5,orig1,dest,335,link1,700.0,300.0,20.0
23,5,orig1,dest,340,link1,800.0,-1.0,20.0
23,5,orig1,dest,345,link1,900.0,-1.0,20.0
23,5,orig1,dest,350,link3,0.0,300.0,20.0
23,5,orig1,dest,355,link3,100.0,300.0,20.0
23,5,orig1,dest,360,link3,200.0,300.0,20.0
23,5,orig1,dest,365,link3,300.0,300.0,20.0
23,5,orig1,dest,370,link3,400.0,300.0,20.0
23,5,orig1,dest,375,link3,500.0,300.0,20.0
23,5,orig1,dest,380,link3,600.0,300.0,20.0
23,5,orig1,dest,385,link3,700.0,-1.0,20.0
23,5,orig1,dest,390,link3,800.0,-1.0,20.0
23,5,orig1,dest,395,link3,900.0,-1.0,20.0
23,5,orig1,dest,395,trip_end,-1.0,-1.0,-1.0
24,5,orig1,dest,315,link1,0.0,400.0,20.0
24,5,orig1,dest,320,link1,100.0,400.0,20.0
24,5,orig1,dest,325,link1,200.0,400.0,20.0
24,5,orig1,dest,330,link1,300.0,400.0,20.0
24,5,orig1,dest,335,link1,400.0,400.0,20.0
24,5,orig1,dest,340,link1,500.0,400.0,20.0
24,5,orig1,dest,345,link1,600.0,400.0,20.0
24,5,orig1,dest,350,link1,700.0,-1.0,20.0
24,5,orig1,dest,355,link1,800.0,-1.0,20.0
24,5,orig1,dest,360,link1,900.0,-1.0,20.0
24,5,orig1,dest,365,link3,0.0,400.0,20.0
24,5,orig1,dest,370,link3,100.0,400.0,20.0
24,5,orig1,dest,375,link3,200.0,400.0,20.0
24,5,orig1,dest,380,link3,300.0,400.0,20.0
24,5,orig1,dest,385,link3,400.0,400.0,20.0
24,5,orig1,dest,390,link3,500.0,400.0,20.0
24,5,orig1,dest,395,link3,600.0,-1.0,20.0
24,5,orig1,dest,400,link3,700.0,-1.0,20.0
24,5,orig1,dest,405,link3,800.0,-1.0,20.0
24,5,orig1,dest,410,link3,900.0,-1.0,20.0
24,5,orig1,dest,410,trip_end,-1.0,-1.0,-1.0
25,5,orig1,dest,325,link1,0.0,300.0,20.0
25,5,orig1,dest,330,link1,100.0,300.0,20.0
25,5,orig1,dest,335,link1,200.0,300.0,20.0
25,5,orig1,dest,340,link1,300.0,300.0,20.0
25,5,orig1,dest,345,link1,400.0,300.0,20.0
25,5,orig1,dest,350,link1,500.0,300.0,20.0
25,5,orig1,dest,355,link1,600.0,300.0,20.0
25,5,orig1,dest,360,link1,700.0,300.0,20.0
25,5,orig1,dest,365,link1,800.0,-1.0,20.0
25,5,orig1,dest,370,link1,900.0,-1.0,20.0
25,5,orig1,dest,375,link3,0.0,300.0,20.0
25,5,orig1,dest,380,link3,100.0,300.0,20.0
25,5,orig1,dest,385,link3,200.0,300.0,20.0
25,5,orig1,dest,390,link3,300.0,300.0,20.0
25,5,orig1,dest,395,link3,400.0,300.0,20.0
25,5,orig1,dest,400,link3,500.0,300.0,20.0
25,5,orig1,dest,405,link3,600.0,300.0,20.0
25,5,orig1,dest,410,link3,700.0,-1.0,20.0
25,5,orig1,dest,415,link3,800.0,-1.0,20.0
25,5,orig1,dest,420,link3,900.0,-1.0,20.0
25,5,orig1,dest,420,trip_end,-1.0,-1.0,-1.0
26,5,orig1,dest,340,link1,0.0,400.0,20.0
26,5,orig1,dest,345,link1,100.0,400.0,20.0
26,5,orig1,dest,350,link1,200.0,400.0,20.0
26,5,orig1,dest,355,link1,300.0,400.0,20.0
26,5,orig1,dest,360,link1,400.0,400.0,20.0
26,5,orig1,dest,365,link1,500.0,400.0,20.0
26,5,orig1,dest,370,link1,600.0,400.0,20.0
26,5,orig1,dest,375,link1,700.0,-1.0,20.0
26,5,orig1,dest,380,link1,800.0,-1.0,20.0
26,5,orig1,dest,385,link1,900.0,-1.0,20.0
26,5,orig1,dest,390,link3,0.0,400.0,20.0
26,5,orig1,dest,395,link3,100.0,400.0,20.0
26,5,orig1,dest,400,link3,200.0,400.0,20.0
26,5,orig1,dest,405,link3,300.0,400.0,20.0
26,5,orig1,dest,410,link3,400.0,400.0,20.0
26,5,orig1,dest,415,link3,500.0,400.0,20.0
26,5,orig1,dest,420,link3,600.0,-1.0,20.0
26,5,orig1,dest,425,link3,700.0,-1.0,20.0
26,5,orig1,dest,430,link3,800.0,-1.0,20.0
26,5,orig1,dest,435,link3,900.0,-1.0,20.0
26,5,orig1,dest,435,trip_end,-1.0,-1.0,-1.0
27,5,orig1,dest,350,link1,0.0,300.0,20.0
27,5,orig1,dest,355,link1,100.0,300.0,20.0
27,5,orig1,dest,360,link1,200.0,300.0,20.0
27,5,orig1,dest,365,link1,300.0,300.0,20.0
27,5,orig1,dest,370,link1,400.0,300.0,20.0
27,5,orig1,dest,375,link1,500.0,300.0,20.0
27,5,orig1,dest,380,link1,600.0,300.0,20.0
27,5,orig1,dest,385,link1,700.0,300.0,20.0
27,5,orig1,dest,390,link1,800.0,-1.0,20.0
27,5,orig1,dest,395,link1,900.0,-1.0,20.0
27,5,orig1,dest,400,link3,0.0,300.0,20.0
27,5,orig1,dest,405,link3,100.0,300.0,20.0
27,5,orig1,dest,410,link3,200.0,300.0,20.0
27,5,orig1,dest,415,link3,300.0,300.0,20.0
27,5,orig1,dest,420,link3,400.0,300.0,20.0
27,5,orig1,dest,425,link3,500.0,300.0,20.0
27,5,orig1,dest,430,link3,600.0,300.0,20.0
27,5,orig1,dest,435,link3,700.0,-1.0,20.0
27,5,orig1,dest,440,link3,800.0,-1.0,20.0
27,5,orig1,dest,445,link3,900.0,-1.0,20.0
27,5,orig1,dest,445,trip_end,-1.0,-1.0,-1.0
28,5,orig1,dest,365,link1,0.0,400.0,20.0
28,5,orig1,dest,370,link1,100.0,400.0,20.0
28,5,orig1,dest,375,link1,200.0,400.0,20.0
28,5,orig1,dest,380,link1,300.0,400.0,20.0
28,5,orig1,dest,385,link1,400.0,400.0,20.0
28,5,orig1,dest,390,link1,500.0,400.0,20.0
28,5,orig1,dest,395,link1,600.0,400.0,20.0
28,5,orig1,dest,400,link1,700.0,-1.0,20.0
28,5,orig1,dest,405,link1,800.0,-1.0,20.0
28,5,orig1,dest,410,link1,900.0,-1.0,20.0
28,5,orig1,dest,415,link3,0.0,400.0,20.0
28,5,orig1,dest,420,link3,100.0,400.0,20.0
28,5,orig1,dest,425,link3,200.0,400.0,20.0
28,5,orig1,dest,430,link3,300.0,400.0,20.0
28,5,orig1,dest,435,link3,400.0,400.0,20.0
28,5,orig1,dest,440,link3,500.0,400.0,20.0
28,5,orig1,dest,445,link3,600.0,-1.0,20.0
28,5,orig1,dest,450,link3,700.0,-1.0,20.0
28,5,orig1,dest,455,link3,800.0,-1.0,20.0
28,5,orig1,dest,460,link3,900.0,-1.0,20.0
28,5,orig1,dest,460,trip_end,-1.0,-1.0,-1.0
29,5,orig1,dest,375,link1,0.0,300.0,20.0
29,5,orig1,dest,380,link1,100.0,300.0,20.0
29,5,orig1,dest,385,link1,200.0,300.0,20.0
29,5,orig1,dest,390,link1,300.0,300.0,20.0
29,5,orig1,dest,395,link1,400.0,300.0,20.0
29,5,orig1,dest,400,link1,500.0,300.0,20.0
29,5,orig1,dest,405,link1,600.0,300.0,20.0
29,5,orig1,dest,410,link1,700.0,300.0,20.0
29,5,orig1,dest,415,link1,800.0,-1.0,20.0
29,5,orig1,dest,420,link1,900.0,-1.0,20.0
29,5,orig1,dest,425,link3,0.0,300.0,20.0
29,5,orig1,dest,430,link3,100.0,300.0,20.0
29,5,orig1,dest,435,link3,200.0,300.0,20.0
29,5,orig1,dest,440,link3,300.0,300.0,20.0
29,5,orig1,dest,445,link3,400.0,300.0,20.0
29,5,orig1,dest,450,link3,500.0,300.0,20.0
29,5,orig1,dest,455,link3,600.0,300.0,20.0
29,5,orig1,dest,460,link3,700.0,-1.0,20.0
29,5,orig1,dest,465,link3,800.0,-1.0,20.0
29,5,orig1,dest,470,link3,900.0,-1.0,20.0
29,5,orig1,dest,470,trip_end,-1.0,-1.0,-1.0
30,5,orig1,dest,390,link1,0.0,400.0,20.0
30,5,orig1,dest,395,link1,100.0,400.0,20.0
30,5,orig1,dest,400,link1,200.0,400.0,20.0
30,5,orig1,dest,405,link1,300.0,400.0,20.0
30,5,orig1,dest,410,link1,400.0,400.0,20.0
30,5,orig1,dest,415,link1,500.0,400.0,20.0
30,5,orig1,dest,420,link1,600.0,400.0,20.0
30,5,orig1,dest,425,link1,700.0,-1.0,20.0
30,5,orig1,dest,430,link1,800.0,-1.0,20.0
30,5,orig1,dest,435,link1,900.0,-1.0,20.0
30,5,orig1,dest,440,link3,0.0,400.0,20.0
30,5,orig1,dest,445,link3,100.0,400.0,20.0
30,5,orig1,dest,450,link3,200.0,400.0,20.0
30,5,orig1,dest,455,link3,300.0,400.0,20.0
30,5,orig1,dest,460,link3,400.0,400.0,20.0
30,5,orig1,dest,465,link3,500.0,400.0,20.0
30,5,orig1,dest,470,link3,600.0,-1.0,20.0
30,5,orig1,dest,475,link3,700.0,-1.0,20.0
30,5,orig1,dest,480,link3,800.0,-1.0,20.0
30,5,orig1,dest,485,link3,900.0,-1.0,20.0
30,5,orig1,dest,485,trip_end,-1.0,-1.0,-1.0
31,5,orig1,dest,400,link1,0.0,300.0,20.0
31,5,orig1,dest,405,link1,100.0,300.0,20.0
31,5,orig1,dest,410,link1,200.0,300.0,20.0
31,5,orig1,dest,415,link1,300.0,300.0,20.0
31,5,orig1,dest,420,link1,400.0,300.0,20.0
31,5,orig1,dest,425,link1,500.0,300.0,20.0
31,5,orig1,dest,430,link1,600.0,300.0,20.0
31,5,orig1,dest,435,link1,700.0,300.0,20.0
31,5,orig1,dest,440,link1,800.0,-1.0,20.0
31,5,orig1,dest,445,link1,900.0,-1.0,20.0
31,5,orig1,dest,450,link3,0.0,300.0,20.0
31,5,orig1,dest,455,link3,100.0,300.0,20.0
31,5,orig1,dest,460,link3,200.0,300.0,20.0
31,5,orig1,dest,465,link3,300.0,300.0,20.0
31,5,orig1,dest,470,link3,400.0,300.0,20.0
31,5,orig1,dest,475,link3,500.0,300.0,20.0
31,5,orig1,dest,480,link3,600.0,300.0,20.0
31,5,orig1,dest,485,link3,700.0,-1.0,20.0
31,5,orig1,dest,490,link3,800.0,-1.0,20.0
31,5,orig1,dest,495,link3,900.0,-1.0,20.0
31,5,orig1,dest,495,trip_end,-1.0,-1.0,-1.0
32,5,orig1,dest,415,link1,0.0,400.0,20.0
32,5,orig1,dest,420,link1,100.0,400.0,20.0
32,5,orig1,dest,425,link1,200.0,400.0,20.0
32,5,orig1,dest,430,link1,300.0,400.0,20.0
32,5,orig1,dest,435,link1,400.0,400.0,20.0
32,5,orig1,dest,440,link1,500.0,400.0,20.0
32,5,orig1,dest,445,link1,600.0,400.0,20.0
32,5,orig1,dest,450,link1,700.0,-1.0,20.0
32,5,orig1,dest,455,link1,800.0,-1.0,20.0
32,5,orig1,dest,460,link1,900.0,-1.0,20.0
32,5,orig1,dest,465,link3,0.0,400.0,20.0
32,5,orig1,dest,470,link3,100.0,400.0,20.0
32,5,orig1,dest,475,link3,200.0,400.0,20.0
32,5,orig1,dest,480,link3,300.0,400.0,20.0
32,5,orig1,dest,485,link3,400.0,400.0,20.0
32,5,orig1,dest,490,link3,500.0,400.0,20.0
32,5,orig1,dest,495,link3,600.0,-1.0,20.0
32,5,orig1,dest,500,link3,700.0,-1.0,20.0
32,5,orig1,dest,505,link3,800.0,-1.0,20.0
32,5,orig1,dest,510,link3,900.0,-1.0,20.0
32,5,orig1,dest,510,trip_end,-1.0,-1.0,-1.0
33,5,orig1,dest,425,link1,0.0,300.0,20.0
33,5,orig1,dest,430,link1,100.0,300.0,20.0
33,5,orig1,dest,435,link1,200.0,300.0,20.0
33,5,orig1,dest,440,link1,300.0,300.0,20.0
33,5,orig1,dest,445,link1,400.0,300.0,20.0
33,5,orig1,dest,450,link1,500.0,300.0,20.0
33,5,orig1,dest,455,link1,600.0,300.0,20.0
33,5,orig1,dest,460,link1,700.0,300.0,20.0
33,5,orig1,dest,465,link1,800.0,-1.0,20.0
33,5,orig1,dest,470,link1,900.0,-1.0,20.0
33,5,orig1,dest,475,link3,0.0,300.0,20.0
33,5,orig1,dest,480,link3,100.0,300.0,20.0
33,5,orig1,dest,485,link3,200.0,300.0,20.0
33,5,orig1,dest,490,link3,300.0,300.0,20.0
33,5,orig1,dest,495,link3,400.0,300.0,20.0
33,5,orig1,dest,500,link3,500.0,300.0,20.0
33,5,orig1,dest,505,link3,600.0,300.0,20.0
33,5,orig1,dest,510,link3,700.0,-1.0,20.0
33,5,orig1,dest,515,link3,800.0,-1.0,20.0
33,5,orig1,dest,520,link3,900.0,-1.0,20.0
33,5,orig1,dest,520,trip_end,-1.0,-1.0,-1.0
34,5,orig1,dest,440,link1,0.0,400.0,20.0
34,5,orig1,dest,445,link1,100.0,400.0,20.0
34,5,orig1,dest,450,link1,200.0,400.0,20.0
34,5,orig1,dest,455,link1,300.0,400.0,20.0
34,5,orig1,dest,460,link1,400.0,400.0,20.0
34,5,orig1,dest,465,link1,500.0,400.0,20.0
34,5,orig1,dest,470,link1,600.0,400.0,20.0
34,5,orig1,dest,475,link1,700.0,-1.0,20.0
34,5,orig1,dest,480,link1,800.0,-1.0,20.0
34,5,orig1,dest,485,link1,900.0,-1.0,20.0
34,5,orig1,dest,490,link3,0.0,400.0,20.0
34,5,orig1,dest,495,link3,100.0,400.0,20.0
34,5,orig1,dest,500,link3,200.0,400.0,20.0
34,5,orig1,dest,505,link3,300.0,400.0,20.0
34,5,orig1,dest,510,link3,400.0,400.0,20.0
34,5,orig1,dest,515,link3,500.0,400.0,20.0
34,5,orig1,dest,520,link3,600.0,-1.0,20.0
34,5,orig1,dest,525,link3,700.0,-1.0,20.0
34,5,orig1,dest,530,link3,800.0,-1.0,20.0
34,5,orig1,dest,535,link3,900.0,-1.0,20.0
34,5,orig1,dest,535,trip_end,-1.0,-1.0,-1.0
35,5,orig1,dest,450,link1,0.0,300.0,20.0
35,5,orig1,dest,455,link1,100.0,300.0,20.0
35,5,orig1,dest,460,link1,200.0,300.0,20.0
35,5,orig1,dest,465,link1,300.0,300.0,20.0
35,5,orig1,dest,470,link1,400.0,300.0,20.0
35,5,orig1,dest,475,link1,500.0,300.0,20.0
35,5,orig1,dest,480,link1,600.0,300.0,20.0
35,5,orig1,dest,485,link1,700.0,300.0,20.0
35,5,orig1,dest,490,link1,800.0,-1.0,20.0
35,5,orig1,dest,495,link1,900.0,-1.0,20.0
35,5,orig1,dest,500,link3,0.0,300.0,20.0
35,5,orig1,dest,505,link3,100.0,300.0,20.0
35,5,orig1,dest,510,link3,200.0,300.0,20.0
35,5,orig1,dest,515,link3,300.0,300.0,20.0
35,5,orig1,dest,520,link3,400.0,300.0,20.0
35,5,orig1,dest,525,link3,500.0,300.0,20.0
35,5,orig1,dest,530,link3,600.0,300.0,20.0
35,5,orig1,dest,535,link3,700.0,-1.0,20.0
35,5,orig1,dest,540,link3,800.0,-1.0,20.0
35,5,orig1,dest,545,link3,900.0,-1.0,20.0
35,5,orig1,dest,545,trip_end,-1.0,-1.0,-1.0
36,5,orig1,dest,465,link1,0.0,400.0,20.0
36,5,orig1,dest,470,link1,100.0,400.0,20.0
36,5,orig1,dest,475,link1,200.0,400.0,20.0
36,5,orig1,dest,480,link1,300.0,400.0,20.0
36,5,orig1,dest,485,link1,400.0,400.0,20.0
36,5,orig1,dest,490,link1,500.0,400.0,20.0
36,5,orig1,dest,495,link1,600.0,400.0,20.0
36,5,orig1,dest,500,link1,700.0,-1.0,20.0
36,5,orig1,dest,505,link1,800.0,-1.0,20.0
36,5,orig1,dest,510,link1,900.0,-1.0,20.0
36,5,orig1,dest,515,link3,0.0,400.0,20.0
36,5,orig1,dest,520,link3,100.0,400.0,20.0
36,5,orig1,dest,525,link3,200.0,400.0,20.0
36,5,orig1,dest,530,link3,300.0,400.0,20.0
36,5,orig1,dest,535,link3,400.0,400.0,20.0
36,5,orig1,dest,540,link3,500.0,400.0,20.0
36,5,orig1,dest,545,link3,600.0,-1.0,20.0
36,5,orig1,dest,550,link3,700.0,-1.0,20.0
36,5,orig1,dest,555,link3,800.0,-1.0,20.0
36,5,orig1,dest,560,link3,900.0,-1.0,20.0
36,5,orig1,dest,560,trip_end,-1.0,-1.0,-1.0
37,5,orig1,dest,475,link1,0.0,300.0,20.0
37,5,orig1,dest,480,link1,100.0,300.0,20.0
37,5,orig1,dest,485,link1,200.0,300.0,20.0
37,5,orig1,dest,490,link1,300.0,300.0,20.0
37,5,orig1,dest,495,link1,400.0,300.0,20.0
37,5,orig1,dest,500,link1,500.0,300.0,20.0
37,5,orig1,dest,505,link1,600.0,300.0,20.0
37,5,orig1,dest,510,link1,700.0,300.0,20.0
37,5,orig1,dest,515,link1,800.0,-1.0,20.0
37,5,orig1,dest,520,link1,900.0,-1.0,20.0
37,5,orig1,dest,525,link3,0.0,300.0,20.0
37,5,orig1,dest,530,link3,100.0,300.0,20.0
37,5,orig1,dest,535,link3,200.0,300.0,20.0
37,5,orig1,dest,540,link3,300.0,300.0,20.0
37,5,orig1,dest,545,link3,400.0,300.0,20.0
37,5,orig1,dest,550,link3,500.0,300.0,20.0
37,5,orig1,dest,555,link3,600.0,300.0,20.0
37,5,orig1,dest,560,link3,700.0,-1.0,20.0
37,5,orig1,dest,565,link3,800.0,-1.0,20.0
37,5,orig1,dest,570,link3,900.0,-1.0,20.0
37,5,orig1,dest,570,trip_end,-1.0,-1.0,-1.0
38,5,orig1,dest,490,link1,0.0,400.0,20.0
38,5,orig1,dest,495,link1,100.0,400.0,20.0
38,5,orig1,dest,500,link1,200.0,400.0,20.0
38,5,orig1,dest,505,link1,300.0,400.0,20.0
38,5,orig1,dest,510,link1,400.0,400.0,20.0
38,5,orig1,dest,515,link1,500.0,400.0,20.0
38,5,orig1,dest,520,link1,600.0,400.0,20.0
38,5,orig1,dest,525,link1,700.0,-1.0,20.0
38,5,orig1,dest,530,link1,800.0,-1.0,20.0
38,5,orig1,dest,535,link1,900.0,-1.0,20.0
38,5,orig1,dest,540,link3,0.0,400.0,20.0
38,5,orig1,dest,545,link3,100.0,400.0,20.0
38,5,orig1,dest,550,link3,200.0,400.0,20.0
38,5,orig1,dest,555,link3,300.0,400.0,20.0
38,5,orig1,dest,560,link3,400.0,400.0,20.0
38,5,orig1,dest,565,link3,500.0,400.0,20.0
38,5,orig1,dest,570,link3,600.0,-1.0,20.0
38,5,orig1,dest,575,link3,700.0,-1.0,20.0
38,5,orig1,dest,580,link3,800.0,-1.0,20.0
38,5,orig1,dest,585,link3,900.0,-1.0,20.0
38,5,orig1,dest,585,trip_end,-1.0,-1.0,-1.0
39,5,orig1,dest,500,link1,0.0,300.0,20.0
39,5,orig1,dest,505,link1,100.0,300.0,20.0
39,5,orig1,dest,510,link1,200.0,300.0,20.0
39,5,orig1,dest,515,link1,300.0,300.0,20.0
39,5,orig1,dest,520,link1,400.0,300.0,20.0
39,5,orig1,dest,525,link1,500.0,300.0,20.0
39,5,orig1,dest,530,link1,600.0,300.0,20.0
39,5,orig1,dest,535,link1,700.0,300.0,20.0
39,5,orig1,dest,540,link1,800.0,-1.0,20.0
39,5,orig1,dest,545,link1,900.0,-1.0,20.0
39,5,orig1,dest,550,link3,0.0,300.0,20.0
39,5,orig1,dest,555,link3,100.0,300.0,20.0
39,5,orig1,dest,560,link3,200.0,300.0,20.0
39,5,orig1,dest,565,link3,300.0,300.0,20.0
39,5,orig1,dest,570,link3,400.0,300.0,20.0
39,5,orig1,dest,575,link3,500.0,300.0,20.0
39,5,orig1,dest,580,link3,600.0,300.0,20.0
39,5,orig1,dest,585,link3,700.0,-1.0,20.0
39,5,orig1,dest,590,link3,800.0,-1.0,20.0
39,5,orig1,dest,595,link3,900.0,-1.0,20.0
39,5,orig1,dest,595,trip_end,-1.0,-1.0,-1.0
40,5,orig1,dest,515,link1,0.0,400.0,20.0
40,5,orig1,dest,520,link1,100.0,400.0,20.0
40,5,orig1,dest,525,link1,200.0,400.0,20.0
40,5,orig1,dest,530,link1,300.0,400.0,20.0
40,5,orig1,dest,535,link1,400.0,400.0,20.0
40,5,orig1,dest,540,link1,500.0,400.0,20.0
40,5,orig1,dest,545,link1,600.0,400.0,20.0
40,5,orig1,dest,550,link1,700.0,-1.0,20.0
40,5,orig1,dest,555,link1,800.0,-1.0,20.0
40,5,orig1,dest,560,link1,900.0,-1.0,20.0
40,5,orig1,dest,565,link3,0.0,100.0,20.0
40,5,orig1,dest,570,link3,75.0,125.0,15.0
40,5,orig1,dest,575,link3,175.0,125.0,20.0
40,5,orig1,dest,580,link3,275.0,125.0,20.0
40,5,orig1,dest,585,link3,375.0,125.0,20.0
40,5,orig1,dest,590,link3,475.0,125.0,20.0
40,5,orig1,dest,595,link3,575.0,125.0,20.0
40,5,orig1,dest,600,link3,675.0,125.0,20.0
40,5,orig1,dest,605,link3,775.0,125.0,20.0
40,5,orig1,dest,610,link3,875.0,-1.0,20.0
40,5,orig1,dest,615,link3,975.0,-1.0,20.0
40,5,orig1,dest,615,trip_end,-1.0,-1.0,-1.0
41,5,orig1,dest,525,link1,0.0,300.0,20.0
41,5,orig1,dest,530,link1,100.0,300.0,20.0
41,5,orig1,dest,535,link1,200.0,300.0,20.0
41,5,orig1,dest,540,link1,300.0,300.0,20.0
41,5,orig1,dest,545,link1,400.0,300.0,20.0
41,5,orig1,dest,550,link1,500.0,300.0,20.0
41,5,orig1,dest,555,link1,600.0,300.0,20.0
41,5,orig1,dest,560,link1,700.0,300.0,20.0
41,5,orig1,dest,565,link1,800.0,-1.0,20.0
41,5,orig1,dest,570,link1,900.0,-1.0,20.0
41,5,orig1,dest,575,link3,0.0,50.0,20.0
41,5,orig1,dest,580,link3,25.0,125.0,5.0
41,5,orig1,dest,585,link3,125.0,125.0,20.0
41,5,orig1,dest,590,link3,225.0,125.0,20.0
41,5,orig1,dest,595,link3,325.0,125.0,20.0
41,5,orig1,dest,600,link3,425.0,125.0,20.0
41,5,orig1,dest,605,link3,525.0,125.0,20.0
41,5,orig1,dest,610,link3,625.0,125.0,20.0
41,5,orig1,dest,615,link3,725.0,125.0,20.0
41,5,orig1,dest,620,link3,825.0,125.0,20.0
41,5,orig1,dest,625,link3,925.0,-1.0,20.0
41,5,orig1,dest,625,trip_end,-1.0,-1.0,-1.0
42,5,orig1,dest,540,link1,0.0,400.0,20.0
42,5,orig1,dest,545,link1,100.0,400.0,20.0
42,5,orig1,dest,550,link1,200.0,400.0,20.0
42,5,orig1,dest,555,link1,300.0,400.0,20.0
42,5,orig1,dest,560,link1,400.0,400.0,20.0
42,5,orig1,dest,565,link1,500.0,400.0,20.0
42,5,orig1,dest,570,link1,600.0,400.0,20.0
42,5,orig1,dest,575,link1,700.0,-1.0,20.0
42,5,orig1,dest,580,link1,800.0,-1.0,20.0
42,5,orig1,dest,585,link1,900.0,-1.0,20.0
42,5,orig1,dest,590,link1,1000.0,-1.0,20.0
42,5,orig1,dest,595,link1,1000.0,-1.0,0.0
42,5,orig1,dest,600,link3,0.0,50.0,0.0
42,5,orig1,dest,605,link3,25.0,125.0,5.0
42,5,orig1,dest,610,link3,125.0,125.0,20.0
42,5,orig1,dest,615,link3,225.0,125.0,20.0
42,5,orig1,dest,620,link3,325.0,125.0,20.0
42,5,orig1,dest,625,link3,425.0,125.0,20.0
42,5,orig1,dest,630,link3,525.0,125.0,20.0
42,5,orig1,dest,635,link3,625.0,125.0,20.0
42,5,orig1,dest,640,link3,725.0,125.0,20.0
42,5,orig1,dest,645,link3,825.0,125.0,20.0
42,5,orig1,dest,650,link3,925.0,-1.0,20.0
42,5,orig1,dest,650,trip_end,-1.0,-1.0,-1.0
43,5,orig1,dest,550,link1,0.0,300.0,20.0
43,5,orig1,dest,555,link1,100.0,300.0,20.0
43,5,orig1,dest,560,link1,200.0,300.0,20.0
43,5,orig1,dest,565,link1,300.0,300.0,20.0
43,5,orig1,dest,570,link1,400.0,300.0,20.0
43,5,orig1,dest,575,link1,500.0,300.0,20.0
43,5,orig1,dest,580,link1,600.0,300.0,20.0
43,5,orig1,dest,585,link1,700.0,300.0,20.0
43,5,orig1,dest,590,link1,800.0,200.0,20.0
43,5,orig1,dest,595,link1,900.0,100.0,20.0
43,5,orig1,dest,600,link1,975.0,-1.0,15.0
43,5,orig1,dest,605,link1,1000.0,-1.0,5.0
43,5,orig1,dest,610,link1,1000.0,-1.0,0.0
43,5,orig1,dest,615,link1,1000.0,-1.0,0.0
43,5,orig1,dest,620,link1,1000.0,-1.0,0.0
43,5,orig1,dest,625,link3,0.0,50.0,0.0
43,5,orig1,dest,630,link3,25.0,125.0,5.0
43,5,orig1,dest,635,link3,125.0,125.0,20.0
43,5,orig1,dest,640,link3,225.0,125.0,20.0
43,5,orig1,dest,645,link3,325.0,125.0,20.0
43,5,orig1,dest,650,link3,425.0,125.0,20.0
43,5,orig1,dest,655,link3,525.0,125.0,20.0
43,5,orig1,dest,660,link3,625.0,125.0,20.0
43,5,orig1,dest,665,link3,725.0,125.0,20.0
43,5,orig1,dest,670,link3,825.0,125.0,20.0
43,5,orig1,dest,675,link3,925.0,-1.0,20.0
43,5,orig1,dest,675,trip_end,-1.0,-1.0,-1.0
44,5,orig1,dest,565,link1,0.0,400.0,20.0
44,5,orig1,dest,570,link1,100.0,400.0,20.0
44,5,orig1,dest,575,link1,200.0,400.0,20.0
44,5,orig1,dest,580,link1,300.0,400.0,20.0
44,5,orig1,dest,585,link1,400.0,400.0,20.0
44,5,orig1,dest,590,link1,500.0,400.0,20.0
44,5,orig1,dest,595,link1,600.0,375.0,20.0
44,5,orig1,dest,600,link1,700.0,300.0,20.0
44,5,orig1,dest,605,link1,800.0,200.0,20.0
44,5,orig1,dest,610,link1,900.0,100.0,20.0
44,5,orig1,dest,615,link1,975.0,25.0,15.0
44,5,orig1,dest,620,link1,975.0,25.0,0.0
44,5,orig1,dest,625,link1,975.0,-1.0,0.0
44,5,orig1,dest,630,link1,1000.0,-1.0,5.0
44,5,orig1,dest,635,link1,1000.0,-1.0,0.0
44,5,orig1,dest,640,link1,1000.0,-1.0,0.0
44,5,orig1,dest,645,link1,1000.0,-1.0,0.0
44,5,orig1,dest,650,link3,0.0,50.0,0.0
44,5,orig1,dest,655,link3,25.0,125.0,5.0
44,5,orig1,dest,660,link3,125.0,125.0,20.0
44,5,orig1,dest,665,link3,225.0,125.0,20.0
44,5,orig1,dest,670,link3,325.0,125.0,20.0
44,5,orig1,dest,675,link3,425.0,125.0,20.0
44,5,orig1,dest,680,link3,525.0,125.0,20.0
44,5,orig1,dest,685,link3,625.0,125.0,20.0
44,5,orig1,dest,690,link3,725.0,125.0,20.0
44,5,orig1,dest,695,link3,825.0,125.0,20.0
44,5,orig1,dest,700,link3,925.0,-1.0,20.0
44,5,orig1,dest,700,trip_end,-1.0,-1.0,-1.0
45,5,orig1,dest,575,link1,0.0,300.0,20.0
45,5,orig1,dest,580,link1,100.0,300.0,20.0
45,5,orig1,dest,585,link1,200.0,300.0,20.0
45,5,orig1,dest,590,link1,300.0,300.0,20.0
45,5,orig1,dest,595,link1,400.0,300.0,20.0
45,5,orig1,dest,600,link1,500.0,300.0,20.0
45,5,orig1,dest,605,link1,600.0,300.0,20.0
45,5,orig1,dest,610,link1,700.0,275.0,20.0
45,5,orig1,dest,615,link1,800.0,175.0,20.0
45,5,orig1,dest,620,link1,900.0,75.0,20.0
45,5,orig1,dest,625,link1,950.0,50.0,10.0
45,5,orig1,dest,630,link1,950.0,50.0,0.0
45,5,orig1,dest,635,link1,975.0,25.0,5.0
45,5,orig1,dest,640,link1,975.0,25.0,0.0
